*** Bundlelist:
Status: 195 bundles in total - all 195 bundles active.

bcpkix (1.60) "bcpkix" [active, 188] 
    Bound Service: ID 3016 (com.composum.pages.commons.service.PagesSiteManager)
  Reference=versionsService, Satisfied
    Service Name: com.composum.pages.commons.service.VersionsService
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3021 (com.composum.pages.commons.service.PagesVersionsService)
  Properties=
    component.id=1112
    component.name=com.composum.pages.commons.servlet.AssetServlet
    service.description=Pages Assets Servlet
    sling.servlet.methods=[GET, POST, PUT, DELETE]
    sling.servlet.paths=/bin/cpm/pages/assets

1113=[com.composum.pages.commons.servlet.DevelopServlet]
  Bundle=com.composum.pages.commons (180)
  State=active
  DefaultState=enabled
  Activation=delayed
  ConfigurationPolicy=optional
  ServiceType=singleton
  Services=javax.servlet.Servlet
  ServiceId=3031
  Reference=componentManager, Satisfied
    Service Name: com.composum.pages.commons.service.ComponentManager
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3011 (com.composum.pages.commons.service.PagesComponentManager)
  Reference=editService, Satisfied
    Service Name: com.composum.pages.commons.service.EditService
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3015 (com.composum.pages.commons.service.PagesEditService)
  Reference=pagesConfiguration, Satisfied
    Service Name: com.composum.pages.commons.PagesConfiguration
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3004 (com.composum.pages.commons.PagesConfigImpl)
  Reference=versionsService, Satisfied
    Service Name: com.composum.pages.commons.service.VersionsService
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3021 (com.composum.pages.commons.service.PagesVersionsService)
  Properties=
    component.id=1113
    component.name=com.composum.pages.commons.servlet.DevelopServlet
    service.description=Pages Develop Servlet
    sling.servlet.methods=[GET, POST, PUT, DELETE]
    sling.servlet.paths=/bin/cpm/pages/develop

1114=[com.composum.pages.commons.servlet.EditServlet]
  Bundle=com.composum.pages.commons (180)
  State=active
  DefaultState=enabled
  Activation=delayed
  ConfigurationPolicy=optional
  ServiceType=singleton
  Services=javax.servlet.Servlet
  ServiceId=3034
  Reference=assetsConfiguration, Satisfied
    Service Name: com.composum.pages.commons.AssetsConfiguration
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3005 (com.composum.pages.commons.AssetsConfigImpl)
  Reference=componentManager, Satisfied
    Service Name: com.composum.pages.commons.service.ComponentManager
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3011 (com.composum.pages.commons.service.PagesComponentManager)
  Reference=editService, Satisfied
    Service Name: com.composum.pages.commons.service.EditService
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3015 (com.composum.pages.commons.service.PagesEditService)
  Reference=pageManager, Satisfied
    Service Name: com.composum.pages.commons.service.PageManager
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3013 (com.composum.pages.commons.service.PagesPageManager)
  Reference=pagesConfiguration, Satisfied
    Service Name: com.composum.pages.commons.PagesConfiguration
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3004 (com.composum.pages.commons.PagesConfigImpl)
  Reference=platformVersionsService, Satisfied
    Service Name: com.composum.sling.platform.staging.versions.PlatformVersionsService
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 2922 (com.composum.sling.platform.staging.versions.PlatformVersionsServiceImpl)
  Reference=resourceManager, Satisfied
    Service Name: com.composum.pages.commons.service.ResourceManager
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3012 (com.composum.pages.commons.service.PagesResourceManager)
  Reference=siteManager, Satisfied
    Service Name: com.composum.pages.commons.service.SiteManager
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3016 (com.composum.pages.commons.service.PagesSiteManager)
  Reference=versionsService, Satisfied
    Service Name: com.composum.pages.commons.service.VersionsService
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3021 (com.composum.pages.commons.service.PagesVersionsService)
  Properties=
    component.id=1114
    component.name=com.composum.pages.commons.servlet.EditServlet
    service.description=Pages Edit Servlet
    sling.servlet.methods=[GET, POST, PUT, DELETE]
    sling.servlet.paths=/bin/cpm/pages/edit

1115=[com.composum.pages.commons.servlet.LanguagePageDispatcher]
  Bundle=com.composum.pages.commons (180)
  State=active
  DefaultState=enabled
  Activation=delayed
  ConfigurationPolicy=optional
  ServiceType=singleton
  Services=com.composum.pages.commons.servlet.PageDispatcher
  ServiceId=3037
  Reference=pageManager, Satisfied
    Service Name: com.composum.pages.commons.service.PageManager
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3013 (com.composum.pages.commons.service.PagesPageManager)
  Properties=
    component.id=1115
    component.name=com.composum.pages.commons.servlet.LanguagePageDispatcher
    service.description=Composum Pages Language Page Dispatcher

1116=[com.composum.pages.commons.servlet.PageNodeServlet]
  Bundle=com.composum.pages.commons (180)
  State=active
  DefaultState=enabled
  Activation=delayed
  ConfigurationPolicy=optional
  ServiceType=singleton
  Services=javax.servlet.Servlet
  ServiceId=3038
  Reference=PageDispatcher, Satisfied
    Service Name: com.composum.pages.commons.servlet.PageDispatcher
    Cardinality: 0..n
    Policy: dynamic
    Policy Option: reluctant
    Bound Service: ID 3037 (com.composum.pages.commons.servlet.LanguagePageDispatcher)
    Bound Service: ID 3048 (com.composum.pages.commons.servlet.SlingTargetPageDispatcher)
  Reference=pageManager, Satisfied
    Service Name: com.composum.pages.commons.service.PageManager
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3013 (com.composum.pages.commons.service.PagesPageManager)
  Properties=
    component.id=1116
    component.name=com.composum.pages.commons.servlet.PageNodeServlet
    service.description=Composum Pages Page Node Servlet
    sling.servlet.methods=GET
    sling.servlet.resourceTypes=cpp:Page

1117=[com.composum.pages.commons.servlet.PagesFrameServlet]
  Bundle=com.composum.pages.commons (180)
  State=active
  DefaultState=enabled
  Activation=delayed
  ConfigurationPolicy=optional
  ServiceType=singleton
  Services=javax.servlet.Servlet
  ServiceId=3040
  Properties=
    component.id=1117
    component.name=com.composum.pages.commons.servlet.PagesFrameServlet
    service.description=Composum Pages Frame Servlet
    sling.servlet.methods=GET
    sling.servlet.paths=/bin/pages

1118=[com.composum.pages.commons.servlet.ReleaseServlet]
  Bundle=com.composum.pages.commons (180)
  State=active
  DefaultState=enabled
  Activation=delayed
  ConfigurationPolicy=optional
  ServiceType=singleton
  Services=javax.servlet.Servlet
  ServiceId=3043
  Reference=releaseManager, Satisfied
    Service Name: com.composum.sling.platform.staging.StagingReleaseManager
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 2919 (com.composum.sling.platform.staging.impl.DefaultStagingReleaseManager)
  Reference=siteManager, Satisfied
    Service Name: com.composum.pages.commons.service.SiteManager
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3016 (com.composum.pages.commons.service.PagesSiteManager)
  Properties=
    component.id=1118
    component.name=com.composum.pages.commons.servlet.ReleaseServlet
    service.description=Composum Pages Release Servlet
    sling.servlet.methods=[GET, POST, PUT, DELETE]
    sling.servlet.paths=/bin/cpm/pages/release

1119=[com.composum.pages.commons.servlet.SiteNodeServlet]
  Bundle=com.composum.pages.commons (180)
  State=active
  DefaultState=enabled
  Activation=delayed
  ConfigurationPolicy=optional
  ServiceType=singleton
  Services=javax.servlet.Servlet
  ServiceId=3046
  Reference=siteManager, Satisfied
    Service Name: com.composum.pages.commons.service.SiteManager
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3016 (com.composum.pages.commons.service.PagesSiteManager)
  Properties=
    component.id=1119
    component.name=com.composum.pages.commons.servlet.SiteNodeServlet
    service.description=Composum Pages Site Node Servlet
    sling.servlet.methods=GET
    sling.servlet.resourceTypes=cpp:Site

1120=[com.composum.pages.commons.servlet.SlingTargetPageDispatcher]
  Bundle=com.composum.pages.commons (180)
  State=active
  DefaultState=enabled
  Activation=delayed
  ConfigurationPolicy=optional
  ServiceType=singleton
  Services=com.composum.pages.commons.servlet.PageDispatcher
  ServiceId=3048
  Properties=
    component.id=1120
    component.name=com.composum.pages.commons.servlet.SlingTargetPageDispatcher
    service.description=Composum Pages Sling Target Page Dispatcher

1121=[com.composum.pages.commons.servlet.TokenServlet]
  Bundle=com.composum.pages.commons (180)
  State=active
  DefaultState=enabled
  Activation=delayed
  ConfigurationPolicy=optional
  ServiceType=singleton
  Services=javax.servlet.Servlet
  ServiceId=3049
  Reference=trackingService, Satisfied
    Service Name: com.composum.pages.commons.service.TrackingService
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3023 (com.composum.pages.commons.service.impl.PagesTrackingService)
  Properties=
    component.id=1121
    component.name=com.composum.pages.commons.servlet.TokenServlet
    service.description=Composum Pages Token Servlet
    sling.servlet.extensions=png
    sling.servlet.methods=GET
    sling.servlet.resourceTypes=sling/servlet/default
    sling.servlet.selectors=token

1122=[com.composum.pages.commons.servlet.search.AssetTileSearchResult]
  Bundle=com.composum.pages.commons (180)
  State=active
  DefaultState=enabled
  Activation=delayed
  ConfigurationPolicy=optional
  ServiceType=singleton
  Services=com.composum.pages.commons.servlet.search.SearchResultRenderer
  ServiceId=3051
  Properties=
    component.id=1122
    component.name=com.composum.pages.commons.servlet.search.AssetTileSearchResult
    service.description=Composum Pages Asset Tile Search Result

1123=[com.composum.pages.commons.servlet.search.PageDataSearchResult]
  Bundle=com.composum.pages.commons (180)
  State=active
  DefaultState=enabled
  Activation=delayed
  ConfigurationPolicy=optional
  ServiceType=singleton
  Services=com.composum.pages.commons.servlet.search.SearchResultRenderer
  ServiceId=3052
  Properties=
    component.id=1123
    component.name=com.composum.pages.commons.servlet.search.PageDataSearchResult
    service.description=Composum Pages Page Data Search Result

1124=[com.composum.pages.commons.servlet.search.PageTileSearchResult]
  Bundle=com.composum.pages.commons (180)
  State=active
  DefaultState=enabled
  Activation=delayed
  ConfigurationPolicy=optional
  ServiceType=singleton
  Services=com.composum.pages.commons.servlet.search.SearchResultRenderer
  ServiceId=3053
  Properties=
    component.id=1124
    component.name=com.composum.pages.commons.servlet.search.PageTileSearchResult
    service.description=Composum Pages Page Tile Search Result

1125=[com.composum.pages.commons.servlet.search.SearchServlet]
  Bundle=com.composum.pages.commons (180)
  State=active
  DefaultState=enabled
  Activation=delayed
  ConfigurationPolicy=optional
  ServiceType=singleton
  Services=javax.servlet.Servlet
  ServiceId=3054
  Reference=SearchResultRenderer, Satisfied
    Service Name: com.composum.pages.commons.servlet.search.SearchResultRenderer
    Cardinality: 0..n
    Policy: dynamic
    Policy Option: reluctant
    Bound Service: ID 3051 (com.composum.pages.commons.servlet.search.AssetTileSearchResult)
    Bound Service: ID 3052 (com.composum.pages.commons.servlet.search.PageDataSearchResult)
    Bound Service: ID 3053 (com.composum.pages.commons.servlet.search.PageTileSearchResult)
  Reference=assetsConfiguration, Satisfied
    Service Name: com.composum.pages.commons.AssetsConfiguration
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3005 (com.composum.pages.commons.AssetsConfigImpl)
  Reference=pagesConfiguration, Satisfied
    Service Name: com.composum.pages.commons.PagesConfiguration
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3004 (com.composum.pages.commons.PagesConfigImpl)
  Reference=searchService, Satisfied
    Service Name: com.composum.pages.commons.service.search.SearchService
    Cardinality: 1..1
    Policy: static
    Policy Option: reluctant
    Bound Service: ID 3026 (com.composum.pages.commons.service.search.PagesSearchService)
  Properties=
    component.id=1125
    component.name=com.composum.pages.commons.servlet.search.SearchServlet
    service.description=Pages Search Servlet
